EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),sunVecX,sunVecY,sunVecZ
34160,2457415.5,75532,-6505.69933,2508.638,2938.54223,-3.75271,-3.74435,-4.82673,7387.18153,0.02877,0.89866,6.25713,0.03152,2.56005,2.59073,0,94.1,-5.1,22.9,76.9,1,0,1
34180,2457415.5,75552,-6579.55182,2433.29386,2841.4715,-3.63233,-3.78982,-4.88003,7387.34094,0.02874,0.89867,6.25713,0.03157,2.57991,2.60962,0,94.8,-5.9,22.1,77.6,1,0,1
34200,2457415.5,75572,-6650.98409,2357.05464,2743.35318,-3.5107,-3.83386,-4.93149,7387.49628,0.02872,0.89867,6.25712,0.03159,2.59982,2.62854,0,95.5,-6.7,21.3,78.3,1,0,1
34220,2457415.5,75592,-6719.97176,2279.94908,2644.22423,-3.38787,-3.87646,-4.98109,7387.64736,0.02869,0.89868,6.25712,0.03155,2.61977,2.6475,0,96.2,-7.5,20.5,79,1,0,1
34240,2457415.5,75612,-6786.49133,2202.00613,2544.12191,-3.2639,-3.9176,-5.02883,7387.79403,0.02867,0.89869,6.25711,0.03147,2.63976,2.6665,0,96.8,-8.2,19.6,79.7,1,0,1
34260,2457415.5,75632,-6850.52019,2123.25502,2443.08375,-3.13881,-3.95727,-5.07468,7387.93611,0.02864,0.8987,6.25711,0.03135,2.6598,2.68553,0,97.5,-9,18.8,80.4,1,0,1
34280,2457415.5,75652,-6912.0366,2043.72518,2341.14754,-3.01266,-3.99547,-5.11863,7388.07345,0.02862,0.89871,6.2571,0.03118,2.67989,2.70459,0,98.1,-9.7,18,81,1,0,1
34300,2457415.5,75672,-6971.0197,1963.44628,2238.35133,-2.88549,-4.03217,-5.16067,7388.20592,0.02859,0.89872,6.2571,0.03097,2.70001,2.72369,0,98.7,-10.5,17.2,81.7,1,0,1
34320,2457415.5,75692,-7027.4495,1882.44822,2134.73342,-2.75734,-4.06738,-5.2008,7388.33336,0.02857,0.89872,6.25709,0.03072,2.72018,2.74282,0,99.2,-11.2,16.4,82.3,1,0,1
34340,2457415.5,75712,-7081.30694,1800.76107,2030.33232,-2.62826,-4.10108,-5.23899,7388.45565,0.02855,0.89873,6.25709,0.03043,2.74039,2.76198,0,99.8,-11.9,15.5,83,1,0,1
34360,2457415.5,75732,-7132.57382,1718.41512,1925.18677,-2.49829,-4.13326,-5.27524,7388.57267,0.02853,0.89874,6.25709,0.0301,2.76064,2.78117,0,100.3,-12.6,14.7,83.6,1,0,1
34380,2457415.5,75752,-7181.23283,1635.44084,1819.33573,-2.36748,-4.16391,-5.30954,7388.68427,0.02851,0.89874,6.25708,0.02973,2.78093,2.8004,0,100.8,-13.3,13.9,84.3,1,0,1
34400,2457415.5,75772,-7227.26759,1551.8689,1712.81834,-2.23587,-4.19303,-5.34187,7388.79034,0.02849,0.89875,6.25708,0.02932,2.80126,2.81966,0,101.3,-14,13,84.9,1,0,1
34420,2457415.5,75792,-7270.6626,1467.73011,1605.67392,-2.10351,-4.2206,-5.37224,7388.89076,0.02847,0.89875,6.25708,0.02887,2.82162,2.83894,0,101.8,-14.7,12.2,85.5,1,0,1
34440,2457415.5,75812,-7311.40327,1383.05544,1497.94197,-1.97044,-4.24661,-5.40062,7388.98541,0.02845,0.89876,6.25708,0.0284,2.84202,2.85826,0,102.3,-15.4,11.4,86.1,1,0,1
34460,2457415.5,75832,-7349.4759,1297.87605,1389.66217,-1.83671,-4.27107,-5.42702,7389.07416,0.02843,0.89876,6.25708,0.02788,2.86245,2.8776,0,102.8,-16.1,10.5,86.7,1,0,1
34480,2457415.5,75852,-7384.86771,1212.2232,1280.87431,-1.70237,-4.29396,-5.45143,7389.15689,0.02842,0.89877,6.25708,0.02734,2.88292,2.89697,0,103.3,-16.8,9.7,87.4,1,0,1
34500,2457415.5,75872,-7417.56685,1126.1283,1171.61836,-1.56745,-4.31527,-5.47383,7389.23349,0.0284,0.89877,6.25707,0.02677,2.90341,2.91636,0,103.7,-17.4,8.8,88,1,0,1
34520,2457415.5,75892,-7447.56234,1039.62289,1061.93439,-1.43201,-4.33501,-5.49423,7389.30386,0.02839,0.89878,6.25707,0.02617,2.92393,2.93578,0,104.1,-18.1,8,88.6,1,0,1
34540,2457415.5,75912,-7474.84415,952.73863,951.8626,-1.29609,-4.35316,-5.51261,7389.36788,0.02837,0.89878,6.25707,0.02554,2.94448,2.95522,0,104.6,-18.8,7.2,89.2,1,0,1
34560,2457415.5,75932,-7499.40314,865.50727,841.44329,-1.15974,-4.36971,-5.52898,7389.42545,0.02836,0.89878,6.25707,0.02489,2.96505,2.97467,0,105,-19.4,6.3,89.8,1,0,1
34580,2457415.5,75952,-7521.23111,777.96067,730.71685,-1.023,-4.38468,-5.54333,7389.47649,0.02835,0.89879,6.25707,0.02422,2.98564,2.99415,0,105.4,-20.1,5.5,90.3,1,0,1
34600,2457415.5,75972,-7540.32077,690.13078,619.72378,-0.88591,-4.39804,-5.55564,7389.5209,0.02834,0.89879,6.25707,0.02353,3.00625,3.01364,0,105.8,-20.7,4.6,90.9,1,0,1
34620,2457415.5,75992,-7556.66573,602.04963,508.50461,-0.74854,-4.4098,-5.56593,7389.5586,0.02834,0.89879,6.25707,0.02282,3.02688,3.03314,0,106.2,-21.4,3.8,91.5,1,0,1
34640,2457415.5,76012,-7570.26054,513.74931,397.09995,-0.61091,-4.41996,-5.57419,7389.58951,0.02833,0.89879,6.25707,0.0221,3.04752,3.05266,0,106.6,-22,2.9,92.1,1,0,1
34660,2457415.5,76032,-7581.10067,425.262,285.55047,-0.47308,-4.4285,-5.58042,7389.61357,0.02832,0.89879,6.25707,0.02137,3.06817,3.07218,0,107,-22.7,2.1,92.7,1,0,1
34680,2457415.5,76052,-7589.18252,336.6199,173.89687,-0.33509,-4.43544,-5.5846,7389.63073,0.02832,0.89879,6.25707,0.02063,3.08883,3.09172,0,107.3,-23.3,1.2,93.3,1,0,1
34700,2457415.5,76072,-7594.50339,247.85528,62.17986,-0.19699,-4.44076,-5.58676,7389.64093,0.02832,0.89879,6.25707,0.01988,3.1095,3.11125,0,107.7,-24,0.4,93.9,1,0,1
34720,2457415.5,76092,-7597.06152,159.00043,-49.55982,-0.05882,-4.44446,-5.58687,7389.64414,0.02832,0.89879,6.25707,0.01913,3.13017,3.13079,0,108.1,-24.6,-0.5,94.5,1,0,1
34740,2457415.5,76112,-7596.85607,70.08769,-161.28142,0.07936,-4.44655,-5.58495,7389.64032,0.02832,0.89879,6.25707,0.01838,3.15084,3.15033,0,108.4,-25.2,-1.3,95.1,1,0,1
34760,2457415.5,76132,-7593.88712,-18.8506,-272.94421,0.21752,-4.44701,-5.58099,7389.62947,0.02832,0.89879,6.25707,0.01763,3.17151,3.16987,0,108.8,-25.9,-2.2,95.6,1,0,1
34780,2457415.5,76152,-7588.15567,-107.78209,-384.50747,0.35561,-4.44587,-5.575,7389.61157,0.02832,0.89879,6.25707,0.01689,3.19217,3.18941,0,109.1,-26.5,-3,96.2,1,0,1
34800,2457415.5,76172,-7579.66367,-196.67443,-495.93051,0.49357,-4.4431,-5.56697,7389.58663,0.02833,0.89879,6.25707,0.01615,3.21283,3.20894,0,109.4,-27.1,-3.9,96.8,1,0,1
34820,2457415.5,76192,-7568.41395,-285.49527,-607.17269,0.63137,-4.43872,-5.55691,7389.55467,0.02833,0.89878,6.25707,0.01543,3.23348,3.22846,0,109.8,-27.7,-4.7,97.4,1,0,1
34840,2457415.5,76212,-7554.41031,-374.21228,-718.19342,0.76896,-4.43272,-5.54482,7389.51572,0.02834,0.89878,6.25707,0.01471,3.25411,3.24797,0,110.1,-28.3,-5.5,98,1,0,1
34860,2457415.5,76232,-7537.65743,-462.79317,-828.95216,0.90629,-4.4251,-5.53071,7389.46981,0.02835,0.89878,6.25707,0.01402,3.27473,3.26746,0,110.4,-29,-6.4,98.6,1,0,1
34880,2457415.5,76252,-7518.16093,-551.20565,-939.40847,1.04331,-4.41588,-5.51458,7389.41699,0.02836,0.89877,6.25707,0.01334,3.29533,3.28694,0,110.8,-29.6,-7.2,99.2,1,0,1
34900,2457415.5,76272,-7495.92735,-639.41751,-1049.52196,1.17999,-4.40504,-5.49643,7389.35733,0.02837,0.89877,6.25707,0.01268,3.31591,3.3064,0,111.1,-30.2,-8.1,99.8,1,0,1
34920,2457415.5,76292,-7470.96416,-727.39658,-1159.25238,1.31626,-4.3926,-5.47627,7389.29089,0.02838,0.89877,6.25707,0.01204,3.33647,3.32584,0,111.4,-30.8,-8.9,100.4,1,0,1
34940,2457415.5,76312,-7443.27973,-815.11076,-1268.55956,1.4521,-4.37855,-5.45411,7389.21777,0.0284,0.89876,6.25707,0.01143,3.357,3.34526,0,111.7,-31.4,-9.8,101,1,0,1
34960,2457415.5,76332,-7412.88336,-902.52799,-1377.40345,1.58745,-4.36291,-5.42995,7389.13807,0.02841,0.89876,6.25706,0.01085,3.3775,3.36466,0,112,-32,-10.6,101.6,1,0,1
34980,2457415.5,76352,-7379.78524,-989.61634,-1485.74415,1.72227,-4.34566,-5.40379,7389.05187,0.02843,0.89875,6.25706,0.0103,3.39797,3.38403,0,112.3,-32.6,-11.4,102.2,1,0,1
35000,2457415.5,76372,-7343.99652,-1076.34392,-1593.54189,1.8565,-4.32683,-5.37565,7388.95932,0.02845,0.89875,6.25706,0.00978,3.41841,3.40338,0,112.6,-33.2,-12.3,102.8,1,0,1
35020,2457415.5,76392,-7305.52921,-1162.67897,-1700.75705,1.99012,-4.30641,-5.34554,7388.86052,0.02847,0.89874,6.25706,0.00929,3.43882,3.42269,0,112.9,-33.8,-13.1,103.5,1,0,1
35040,2457415.5,76412,-7264.39627,-1248.58983,-1807.35018,2.12306,-4.28441,-5.31345,7388.75563,0.02849,0.89873,6.25706,0.00884,3.45919,3.44198,0,113.2,-34.4,-13.9,104.1,1,0,1
35060,2457415.5,76432,-7220.61155,-1334.04494,-1913.28201,2.25529,-4.26084,-5.27941,7388.64479,0.02851,0.89873,6.25705,0.00843,3.47952,3.46123,0,113.5,-35,-14.8,104.7,1,0,1
35080,2457415.5,76452,-7174.18979,-1419.01289,-2018.51346,2.38676,-4.2357,-5.24341,7388.52814,0.02853,0.89872,6.25705,0.00806,3.49981,3.48046,0,113.8,-35.6,-15.6,105.4,1,0,1
35100,2457415.5,76472,-7125.14667,-1503.46238,-2123.00564,2.51742,-4.20899,-5.20548,7388.40585,0.02855,0.89871,6.25705,0.00772,3.52006,3.49964,0,114.1,-36.2,-16.4,106,1,0,1
35120,2457415.5,76492,-7073.49874,-1587.36228,-2226.71988,2.64723,-4.18074,-5.16562,7388.27809,0.02857,0.8987,6.25704,0.00743,3.54027,3.5188,0,114.4,-36.8,-17.3,106.7,1,0,1
35140,2457415.5,76512,-7019.26346,-1670.68158,-2329.61771,2.77615,-4.15094,-5.12384,7388.14503,0.02859,0.8987,6.25704,0.00718,3.56044,3.53792,0,114.7,-37.4,-18.1,107.3,1,0,1
35160,2457415.5,76532,-6962.45917,-1753.38946,-2431.66093,2.90412,-4.1196,-5.08016,7388.00683,0.02862,0.89869,6.25703,0.00697,3.58057,3.55701,0,114.9,-38,-18.9,108,1,0,1
35180,2457415.5,76552,-6903.10512,-1835.45526,-2532.81155,3.03111,-4.08673,-5.03459,7387.86369,0.02864,0.89868,6.25703,0.00681,3.60065,3.57606,0,115.2,-38.6,-19.7,108.6,1,0,1
35200,2457415.5,76572,-6841.22143,-1916.84849,-2633.03185,3.15708,-4.05234,-4.98713,7387.71577,0.02867,0.89867,6.25702,0.00669,3.62068,3.59507,0,115.5,-39.2,-20.5,109.3,1,0,1
35220,2457415.5,76592,-6776.82912,-1997.53886,-2732.28439,3.28197,-4.01644,-4.93781,7387.56327,0.02869,0.89866,6.25702,0.00662,3.64067,3.61405,0,115.8,-39.8,-21.3,110,1,0,1
35240,2457415.5,76612,-6709.95008,-2077.49627,-2830.53197,3.40574,-3.97905,-4.88664,7387.40638,0.02872,0.89865,6.25701,0.00659,3.66061,3.63299,0,116.1,-40.4,-22.1,110.7,1,0,1
35260,2457415.5,76632,-6640.60708,-2156.69084,-2927.73774,3.52836,-3.94016,-4.83363,7387.24528,0.02874,0.89864,6.257,0.00661,3.68051,3.65189,0,116.4,-41,-22.9,111.4,1,0,1
35280,2457415.5,76652,-6568.82377,-2235.09288,-3023.86508,3.64977,-3.8998,-4.7788,7387.0802,0.02877,0.89863,6.257,0.00668,3.70036,3.67076,0,116.6,-41.6,-23.8,112.1,1,0,1
35300,2457415.5,76672,-6494.62465,-2312.67296,-3118.87775,3.76993,-3.85797,-4.72217,7386.91131,0.0288,0.89862,6.25699,0.00679,3.72016,3.6896,0,116.9,-42.1,-24.5,112.9,1,0,1
35320,2457415.5,76692,-6418.03511,-2389.40186,-3212.73979,3.8888,-3.81468,-4.66374,7386.73884,0.02882,0.89861,6.25698,0.00695,3.73992,3.7084,0,117.2,-42.7,-25.3,113.6,1,0,1
35340,2457415.5,76712,-6339.08136,-2465.25061,-3305.41559,4.00634,-3.76995,-4.60354,7386.563,0.02885,0.8986,6.25697,0.00715,3.75963,3.72716,0,117.5,-43.3,-26.1,114.3,1,0,1
35360,2457415.5,76732,-6257.79051,-2540.1905,-3396.86989,4.12251,-3.7238,-4.54159,7386.38401,0.02887,0.89859,6.25696,0.0074,3.77929,3.74589,0,117.7,-43.9,-26.9,115.1,1,0,1
35380,2457415.5,76752,-6174.1905,-2614.19306,-3487.06778,4.23725,-3.67622,-4.47791,7386.2021,0.0289,0.89858,6.25695,0.0077,3.79891,3.76459,0,118,-44.5,-27.7,115.9,1,0,1
35400,2457415.5,76772,-6088.3101,-2687.23012,-3575.97475,4.35054,-3.62725,-4.4125,7386.01752,0.02892,0.89857,6.25694,0.00803,3.81849,3.78326,0,118.3,-45.1,-28.5,116.7,1,0,1
35420,2457415.5,76792,-6000.17894,-2759.27377,-3663.55662,4.46232,-3.57689,-4.3454,7385.83051,0.02895,0.89856,6.25693,0.00841,3.83802,3.8019,0,118.6,-45.6,-29.2,117.5,1,0,1
35440,2457415.5,76812,-5909.82747,-2830.2964,-3749.77966,4.57256,-3.52515,-4.27662,7385.64131,0.02897,0.89855,6.25692,0.00884,3.85751,3.8205,0,118.8,-46.2,-30,118.3,1,0,1
35460,2457415.5,76832,-5817.28698,-2900.27071,-3834.61051,4.68122,-3.47206,-4.20619,7385.4502,0.029,0.89854,6.25691,0.0093,3.87696,3.83909,0,119.1,-46.8,-30.8,119.1,1,0,1
35480,2457415.5,76852,-5722.58958,-2969.16968,-3918.01623,4.78825,-3.41762,-4.13411,7385.25743,0.02902,0.89853,6.2569,0.0098,3.89637,3.85764,0,119.4,-47.4,-31.5,119.9,1,0,1
35500,2457415.5,76872,-5625.76817,-3036.96663,-3999.96433,4.89361,-3.36186,-4.06043,7385.06328,0.02904,0.89851,6.25688,0.01034,3.91574,3.87617,0,119.7,-48,-32.3,120.8,1,0,1
35520,2457415.5,76892,-5526.85649,-3103.63521,-4080.42274,4.99727,-3.30478,-3.98515,7384.86803,0.02906,0.8985,6.25687,0.01092,3.93507,3.89468,0,120,-48.6,-33,121.7,1,0,1
35540,2457415.5,76912,-5425.88906,-3169.14939,-4159.35984,5.09918,-3.24642,-3.9083,7384.67195,0.02908,0.89849,6.25686,0.01153,3.95437,3.91317,0,120.2,-49.1,-33.7,122.6,1,0,1
35560,2457415.5,76932,-5322.90122,-3233.4835,-4236.7445,5.1993,-3.18678,-3.82991,7384.47533,0.0291,0.89848,6.25684,0.01218,3.97363,3.93164,0,120.5,-49.7,-34.5,123.5,1,0,1
35580,2457415.5,76952,-5217.92905,-3296.61223,-4312.54603,5.2976,-3.12588,-3.74999,7384.27845,0.02912,0.89847,6.25683,0.01286,3.99287,3.9501,0,120.8,-50.3,-35.2,124.4,1,0,1
35600,2457415.5,76972,-5111.00946,-3358.51063,-4386.73426,5.39404,-3.06375,-3.66858,7384.0816,0.02914,0.89846,6.25681,0.01356,4.01207,3.96854,0,121.1,-50.9,-35.9,125.3,1,0,1
35620,2457415.5,76992,-5002.1801,-3419.15411,-4459.27949,5.48858,-3.0004,-3.5857,7383.88505,0.02916,0.89845,6.25679,0.0143,4.03124,3.98697,0,121.4,-51.4,-36.6,126.3,1,0,1
35640,2457415.5,77012,-4891.47939,-3478.51848,-4530.15255,5.58117,-2.93584,-3.50137,7383.68909,0.02917,0.89844,6.25678,0.01505,4.05039,4.0054,0,121.7,-52,-37.3,127.3,1,0,1
35660,2457415.5,77032,-4778.94651,-3536.57994,-4599.32478,5.67179,-2.87011,-3.41562,7383.49398,0.02919,0.89843,6.25676,0.01584,4.06952,4.02381,0,122,-52.6,-38,128.3,1,0,1
35680,2457415.5,77052,-4664.62139,-3593.31511,-4666.76807,5.76039,-2.80322,-3.32848,7383.3,0.0292,0.89841,6.25674,0.01664,4.08863,4.04223,0,122.2,-53.2,-38.6,129.3,1,0,1
35700,2457415.5,77072,-4548.54467,-3648.70098,-4732.45483,5.84694,-2.73518,-3.23997,7383.10742,0.02921,0.8984,6.25672,0.01746,4.10771,4.06064,0,122.5,-53.7,-39.3,130.4,1,0,1
35720,2457415.5,77092,-4430.75776,-3702.71501,-4796.35804,5.9314,-2.66603,-3.15013,7382.91651,0.02923,0.89839,6.2567,0.01829,4.12679,4.07906,0,122.8,-54.3,-39.9,131.4,1,0,1
35740,2457415.5,77112,-4311.30275,-3755.33506,-4858.45125,6.01374,-2.59579,-3.05898,7382.72753,0.02924,0.89838,6.25668,0.01914,4.14584,4.09748,0,123.1,-54.9,-40.6,132.5,1,0,1
35760,2457415.5,77132,-4190.22245,-3806.53943,-4918.70859,6.09392,-2.52447,-2.96655,7382.54074,0.02924,0.89837,6.25666,0.02,4.16489,4.1159,0,123.4,-55.5,-41.2,133.6,1,0,1
35780,2457415.5,77152,-4067.5604,-3856.3069,-4977.10478,6.17191,-2.4521,-2.87287,7382.35642,0.02925,0.89836,6.25664,0.02087,4.18393,4.13434,0,123.7,-56,-41.8,134.8,1,0,1
35800,2457415.5,77172,-3943.36077,-3904.61668,-5033.61513,6.24768,-2.37871,-2.77797,7382.17483,0.02926,0.89835,6.25662,0.02174,4.20296,4.15279,0,124.1,-56.6,-42.4,135.9,1,0,1
35820,2457415.5,77192,-3817.66846,-3951.44845,-5088.21558,6.32118,-2.30431,-2.68188,7381.99622,0.02926,0.89834,6.2566,0.02262,4.22199,4.17125,0,124.4,-57.2,-43,137.1,1,0,1
35840,2457415.5,77212,-3690.529,-3996.78239,-5140.8827,6.39238,-2.22893,-2.58464,7381.82087,0.02927,0.89833,6.25658,0.02349,4.24101,4.18974,0,124.7,-57.8,-43.6,138.3,1,0,1
35860,2457415.5,77232,-3561.9886,-4040.59915,-5191.59367,6.46127,-2.15259,-2.48627,7381.64905,0.02927,0.89832,6.25656,0.02437,4.26004,4.20824,0,125,-58.3,-44.2,139.6,1,0,1
35880,2457415.5,77252,-3432.0941,-4082.87988,-5240.32635,6.52779,-2.07533,-2.38682,7381.48101,0.02927,0.89831,6.25653,0.02524,4.27907,4.22677,0,125.3,-58.9,-44.7,140.8,1,0,1
35900,2457415.5,77272,-3300.89296,-4123.60624,-5287.05924,6.59192,-1.99716,-2.2863,7381.31703,0.02927,0.8983,6.25651,0.0261,4.29811,4.24533,0,125.7,-59.5,-45.2,142.1,1,0,1
35920,2457415.5,77292,-3168.43329,-4162.7604,-5331.77151,6.65364,-1.91811,-2.18476,7381.15736,0.02927,0.8983,6.25649,0.02696,4.31716,4.26392,0,126,-60,-45.8,143.5,1,0,1
35940,2457415.5,77312,-3034.76378,-4200.32505,-5374.44303,6.7129,-1.83821,-2.08223,7381.00228,0.02927,0.89829,6.25646,0.0278,4.33623,4.28254,0,126.4,-60.6,-46.3,144.8,1,0,1
35960,2457415.5,77332,-2899.93372,-4236.28344,-5415.05434,6.76969,-1.75749,-1.97875,7380.85204,0.02926,0.89828,6.25644,0.02862,4.3553,4.30119,0,126.7,-61.2,-46.7,146.2,1,0,1
35980,2457415.5,77352,-2763.99297,-4270.61932,-5453.5867,6.82397,-1.67597,-1.87434,7380.70691,0.02926,0.89827,6.25641,0.02943,4.3744,4.31989,0,127.1,-61.8,-47.2,147.6,1,0,1
36000,2457415.5,77372,-2626.99197,-4303.31703,-5490.02209,6.87571,-1.59368,-1.76905,7380.56714,0.02925,0.89826,6.25638,0.03021,4.39351,4.33862,0,127.4,-62.3,-47.6,149,1,0,1
36020,2457415.5,77392,-2488.9817,-4334.36145,-5524.34319,6.92489,-1.51064,-1.66292,7380.433,0.02924,0.89826,6.25636,0.03098,4.41265,4.3574,0,127.8,-62.9,-48.1,150.5,1,0,1
36040,2457415.5,77412,-2350.01368,-4363.73803,-5556.53343,6.97148,-1.4269,-1.55597,7380.30473,0.02923,0.89825,6.25633,0.03171,4.43181,4.37623,0,128.2,-63.5,-48.5,151.9,1,0,1
36060,2457415.5,77432,-2210.13996,-4391.43281,-5586.577,7.01546,-1.34247,-1.44826,7380.18257,0.02922,0.89824,6.2563,0.03242,4.45101,4.39511,0,128.6,-64,-48.9,153.4,1,0,1
36080,2457415.5,77452,-2069.41308,-4417.43241,-5614.45883,7.05679,-1.25738,-1.33981,7380.06675,0.02921,0.89824,6.25628,0.0331,4.47023,4.41404,0,129,-64.6,-49.2,155,1,0,1
36100,2457415.5,77472,-1927.88607,-4441.72404,-5640.16462,7.09546,-1.17168,-1.23066,7379.95751,0.0292,0.89823,6.25625,0.03374,4.48949,4.43302,0,129.4,-65.2,-49.6,156.5,1,0,1
36120,2457415.5,77492,-1785.61245,-4464.29551,-5663.68085,7.13145,-1.08537,-1.12086,7379.85505,0.02918,0.89823,6.25622,0.03435,4.50878,4.45207,0,129.8,-65.7,-49.9,158.1,1,0,1
36140,2457415.5,77512,-1642.64618,-4485.13527,-5684.99479,7.16472,-0.99851,-1.01044,7379.75958,0.02917,0.89822,6.25619,0.03492,4.52811,4.47117,0,130.3,-66.3,-50.2,159.7,1,0,1
36160,2457415.5,77532,-1499.04167,-4504.23236,-5704.0945,7.19527,-0.91111,-0.89944,7379.6713,0.02915,0.89822,6.25616,0.03545,4.54748,4.49034,0,130.7,-66.9,-50.4,161.3,1,0,1
36180,2457415.5,77552,-1354.85376,-4521.57646,-5720.96885,7.22306,-0.82322,-0.78791,7379.59037,0.02914,0.89821,6.25613,0.03593,4.56689,4.50956,0,131.2,-67.4,-50.7,163,1,0,1
36200,2457415.5,77572,-1210.13769,-4537.15789,-5735.60753,7.24808,-0.73485,-0.67588,7379.51699,0.02912,0.89821,6.2561,0.03638,4.58634,4.52886,0,131.7,-68,-50.9,164.7,1,0,1
36220,2457415.5,77592,-1064.94907,-4550.9676,-5748.00106,7.27031,-0.64605,-0.5634,7379.45131,0.0291,0.89821,6.25607,0.03678,4.60584,4.54822,0,132.2,-68.6,-51.1,166.3,1,0,1
36240,2457415.5,77612,-919.3439,-4562.99721,-5758.14079,7.28973,-0.55685,-0.45051,7379.39349,0.02908,0.8982,6.25605,0.03713,4.62539,4.56766,0,132.7,-69.1,-51.2,168,1,0,1
36260,2457415.5,77632,-773.37854,-4573.23899,-5766.0189,7.30633,-0.46727,-0.33725,7379.34369,0.02907,0.8982,6.25602,0.03743,4.64499,4.58716,0,133.3,-69.7,-51.4,169.7,1,0,1
36280,2457415.5,77652,-627.10965,-4581.68587,-5771.62844,7.32008,-0.37736,-0.22366,7379.30206,0.02905,0.8982,6.25599,0.03768,4.66463,4.60674,0,133.8,-70.3,-51.5,171.5,1,0,1
36300,2457415.5,77672,-480.59423,-4588.33149,-5774.96332,7.33098,-0.28715,-0.10979,7379.26873,0.02903,0.8982,6.25596,0.03788,4.68433,4.62639,0,134.4,-70.8,-51.5,173.2,1,0,1
36320,2457415.5,77692,-333.88955,-4593.17012,-5776.01833,7.33901,-0.19667,0.00432,7379.24384,0.02901,0.8982,6.25592,0.03803,4.70408,4.64612,0,135,-71.4,-51.6,174.9,1,0,1
36340,2457415.5,77712,-187.05316,-4596.19675,-5774.7891,7.34415,-0.10596,0.11863,7379.22751,0.02899,0.8982,6.25589,0.03812,4.72389,4.66593,0,135.7,-71.9,-51.6,176.7,1,0,1
36360,2457415.5,77732,-40.14287,-4597.40707,-5771.27219,7.3464,-0.01504,0.23308,7379.21984,0.02897,0.8982,6.25586,0.03816,4.74374,4.68581,0,136.3,-72.5,-51.6,178.4,1,0,1
36380,2457415.5,77752,106.78331,-4596.79744,-5765.46503,7.34574,0.07603,0.34765,7379.22095,0.02895,0.8982,6.25583,0.03815,4.76366,4.70577,0,137.1,-73.1,-51.6,-179.8,1,0,1
36400,2457415.5,77772,253.66712,-4594.36497,-5757.36594,7.34216,0.16723,0.46227,7379.23089,0.02893,0.8982,6.2558,0.03808,4.78363,4.72581,0,137.8,-73.6,-51.5,-178.1,1,0,1
36420,2457415.5,77792,400.45015,-4590.10744,-5746.97418,7.33566,0.25853,0.57691,7379.24975,0.0289,0.8982,6.25577,0.03795,4.80365,4.74592,0,138.6,-74.2,-51.4,-176.3,1,0,1
36440,2457415.5,77812,547.07382,-4584.02338,-5734.28989,7.32622,0.34988,0.69151,7379.27755,0.02888,0.8982,6.25574,0.03777,4.82373,4.76612,0,139.4,-74.7,-51.3,-174.6,1,0,1
36460,2457415.5,77832,693.4794,-4576.11204,-5719.31415,7.31385,0.44125,0.80604,7379.31433,0.02887,0.8982,6.25571,0.03753,4.84387,4.78639,0,140.3,-75.3,-51.2,-172.9,1,0,1
36480,2457415.5,77852,839.60804,-4566.37339,-5702.04895,7.29853,0.53261,0.92045,7379.36008,0.02885,0.89821,6.25568,0.03724,4.86406,4.80675,0,141.3,-75.8,-51,-171.2,1,0,1
36500,2457415.5,77872,985.40083,-4554.80814,-5682.49723,7.28026,0.62391,1.03469,7379.4148,0.02883,0.89821,6.25565,0.03689,4.8843,4.82717,0,142.3,-76.4,-50.8,-169.5,1,0,1
36520,2457415.5,77892,1130.79874,-4541.41776,-5660.66286,7.25904,0.71511,1.14871,7379.47846,0.02881,0.89821,6.25562,0.03649,4.9046,4.84768,0,143.4,-76.9,-50.6,-167.8,1,0,1
36540,2457415.5,77912,1275.74273,-4526.20442,-5636.55064,7.23487,0.80619,1.26247,7379.551,0.02879,0.89822,6.25559,0.03604,4.92495,4.86826,0,144.6,-77.4,-50.3,-166.1,1,0,1
36560,2457415.5,77932,1420.17373,-4509.1711,-5610.16634,7.20774,0.89711,1.37591,7379.63235,0.02878,0.89822,6.25556,0.03554,4.94535,4.88891,0,145.8,-78,-50,-164.4,1,0,1
36580,2457415.5,77952,1564.03266,-4490.32148,-5581.51665,7.17766,0.98782,1.489,7379.72244,0.02876,0.89823,6.25553,0.03499,4.9658,4.90964,0,147.2,-78.5,-49.7,-162.8,1,0,1
36600,2457415.5,77972,1707.2605,-4469.66002,-5550.60923,7.14463,1.07828,1.60167,7379.82115,0.02875,0.89823,6.2555,0.03439,4.9863,4.93043,0,148.7,-79,-49.4,-161.2,1,0,1
36620,2457415.5,77992,1849.79826,-4447.19195,-5517.45271,7.10865,1.16847,1.7139,7379.92838,0.02873,0.89824,6.25547,0.03375,5.00684,4.9513,0,150.3,-79.5,-49,-159.6,1,0,1
36640,2457415.5,78012,1991.58704,-4422.92325,-5482.05666,7.06973,1.25834,1.82562,7380.04399,0.02872,0.89825,6.25545,0.03306,5.02742,4.97223,0,152.1,-80,-48.6,-158,1,0,1
